ID,Description,Asset,Failure,Date,Title,Problem Code,Cause Code,Action Code
20393126,"Notification ID: 12727083
Eng Finding:
Machine was restarted after previous trip due to the combustible event. The damaged wiring for the high level switch was not identified after the previous failure and was not repaired. The compressor triped again and troubleshooting efforts eventually identified the faulty wire as the culprit. The wire was then replaced and the machine was restarted. The issue appears to have gone away since then. - PT 2/10/2016",C-457,1,1/11/2016,C-457 KO LEVEL,KO,LEVEL,REPAIR
11183264,"Notification ID: 12771800
Eng Finding:
Shutdown due to 1LP & 3HP valve failure. 1LP valve failure was due to end of life and 3HP valve failure was from liquid in the process on unit startup. We also took the opportunity to change out the 1hp and 1lp valves because they had run for over 2 years. Liquid was caused by abnormal unit conditions during startup after refinery wide power outage. PT 3/9/2016",C-457,1,2/9/2016,C-457 VALVE FAILED,1LP_3HP_VLV,LEAK,REPLACE
11217934,"Notification ID: 12861156
",C-457,1,3/29/2016,,C457,MAINTENANCE,REPAIR
CTRAC0082,"Eng Finding: Power supply was interrupted to electronic governor.  Compressor tripped.  Gimpel would not reset on start-up.  Operator used valve wrench to open Gimpel and broke roll pin on stop collar.  The valve over traveled to the open position allowing the valve stem coupling to go past the alignment pin.  This prevented the Gimpel from being shut.  Also, the key was damaged that tied the handwheel to the spindle screw.

A repair was made, replacing the roll pin with new.  The Gimpel was function tested while inlet steam was blocked.  It was tested once more once machine was at min governor to verify correct operation.  - DFW 4/14/2014
Ops Finding: Instrumentation went out to look at the panel on the 2nd stage recycle compressor.  There was a PLC that was B/O and caused a trip on the compressor.   This caused the HDC HIPS autodepressuring system to takeover and depressure the 2nd stage which hit the tier alarms HP seal drum(21L626SD), LP seal drum(21L633SD), FCC seal drum (21L640SD), 2nd Stage fan inlet(37TI400), HP flare CO (37F132CB), HP flare NOX(37F132NB), R3 BED 1 Delta T(37T140DT).  IMPACT 758814",C-300,1,3/11/2014,,PLC,OPS,RESTART
CTRAC0086,"Eng Finding: After coupling removal, discovered the compressor to have LTA thrust and the turbine had LTA bearing lift.  Decided to perform bearing replacement on turbine and compressor.  Root cause of LTA compressor thrust was attributed to rust blossoms in the bearing housing.  Root cause of LTA turbine lift was attributed to wiped radial bearings.  MJL 7/2/2015",C-300,1,6/12/2015,,BEARING,RUST,REPLACE
CTRAC0087,Eng Finding: C300 bearing work complete.  Awaiting TOST.  MJL 7/2/2015,C-300,1,6/15/2015,,BEARING,,REPLACE
CTRAC0096,"Eng Finding: Operations manually controlling recycle valve flooded the HPS and caused the trip. Motre data to be added. - PT 9/11/2015
Ops Finding: HDC depressure due to loss of 1st stage recycle compressor. The 1st stage recycle gas purity increased to a point where the 1st stage recycle compressor wouldn't pump. Flow was lost to heater and level in 1st stage HPS dropped and then increased at a rate.  IMPACT 880928 ",C-301,1,7/23/2015,,HPS,OPS,RESTART
CTRAC0113,"Eng Finding: Operator sileneced interstage alarm and did not blow down the high level.  - DFW 4/14/2014
Ops Finding: C-307 tripped on high level in HP 3rd stage suction KO drum. Tripped east and west heaters on low pass flow. Multiple Tier 1s exceeded.1 Lost HP flare seal drum DP. 2.Lost LP flare seal DP. 3.FCC flare seal drum DP. 4. HP KO drum inletexceeded high pressure of 316 psi, reached 327.84.  IMPACT 766722",C-307,1,4/9/2014,,3HP_KO,OPS,RESTART
CTRAC0115,"Eng Finding: Operator sileneced interstage alarm and did not blow down the high level.  - DFW 4/14/2014
Ops Finding: C-307 tripped on high level in HP 3rd stage suction KO drum. Tripped east and west heaters on low pass flow. Multiple Tier 1s exceeded.1 Lost HP flare seal drum DP. 2.Lost LP flare seal DP. 3.FCC flare seal drum DP. 4. HP KO drum inletexceeded high pressure of 316 psi, reached 327.84.  IMPACT 766722",C-307,1,7/27/2014,,XV_VLV,LEAK,REPLACE
CTRAC0119,"Eng Finding: Trip due to motor relay opening.  Did not find any bad relays.  Restart without issues after chaning failed discharge check valve that was replaced on the prior outage.  -  DFW 12/12/2014
Ops Finding: During Normal Operations, C307 Recip Compressor Tripped off due to unknown reasons at this time. Investigation into trip ongoing. After the  loss of the C-307,  operators where preparing maching for a possible restart the operators opened manual spill backs which allowed system pressure to drop and cause loss of flow through 1st Stg East and West heaters. The 3lp discharge check on C307 appears to have leaked by allowing the system to depressurize. Lack of forward flow and leaking check valve caused LP header @ PC500  to open to the flare causing an environmental event on both the HP and LP flares. During the loss of pressure to the unit C300 lost sufficient DP across compressor to maintain min flow at FC38 causing a loss of the 2nd stage heater. While operators were attempting to relight the 2nd stage heater the fuel gas pressure exceeded 35psig (no fires were in heater at time).",C-307,1,11/23/2014,,3LP_VLV,LEAK,REPLACE
CTRAC0127,"Eng Finding: Valve change.  MJL 7/2/2015
o 2LP valves replaced due to CE discharge leak - PT - 8/11/2015",C-307,1,6/17/2015,,2LP_VLV,LEAK,REPLACE
CTRAC0131,"Eng Finding: Actual trip was 10 minutes. Ghost trip - PT 12/15/2015

The suction MOV received a signal to close. The cause of this signal is unknown. It was thought that the machine triped on low suction pressure but the annunciator panel, DV, & System1 did not show a suction pressure trip. The issue was corrected and the machine was restarted. 12/17/2015
Ops Finding: At ~16:20 on 11/22, C307 shutdown unplanned.  There were no alarms prior to the shutdown.  C307 was restarted and is running.  The planned LOTO for C308 (for valve replacements tomorrow morning) was put on-hold to allow for C308 to be in emergency standby in the event it is needed.  Machinery group was contacted and not able to identify alarms or unit issues in System 1 which led to the shutdown.  DCS support and Electrical Engineering support have been called out to help identify why the CSS didn’t receive any alarms/notifications prior to compressor shutdown.   Unit is currently stable running 2 recips (307 and 457).",C-307,1,11/22/2015,,MOV_VLV,INST,RESTART
CTRAC0132,"Eng Finding: 3LP valve failure caused the 1st stage to pressure up. Valve failure likely caused by liquid. - PT 1/10/2016

The valves failed due to liquid condensing from the process gas. Engineering is working towards a solution involving heat tracing that will prevent the gas from condensing. There is currently a GMOC being progressed to install heat tracing on 3 LP suction pulsation bottle. We expect to realize the change in the coming months. BM 1/15/2016",C-307,1,12/29/2015,,3LP_VLV,LEAK,REPLACE
CTRAC0152,"Eng Finding: C308 1HP and 2HP crossheads were found to have imperfections.  These were replaced during the major overhaul.  The nose of the crosshead was not flat and the female crosshead threads for the piston rod also had a taper.  Both crossheads were replaced and the machine was restarted. - DFW 8/6/2014
Ops Finding: While unloading C-308 Hp pocket loaders, C-308 shutdown due to High Vibrations.  The loss of C-308 caused a surge of Hydrogen gas to overpressure and cause PC500 to open to flare.",C-308,1,7/1/2014,,1HP_2HP,VIB,REPLACE
CTRAC0153,"Eng Finding: • The primary reason for this outage is to investigate and repair the source of high crosshead vibration on the 3rd Stage HP crossheads. 
• C308 has for 4 days since the 1HP/2HP crossheads were found defective and replaced.
o The 3HP crosshead vibration increased from 1g at startup to 2.5g’s.
o 3HP showed high sensitivity to any load change and vibration would spike.  Load changes included KO drum traps blowing down on the C308 HP side, and startup and loading of C457.
o The decision to shut down and go into the 3HP crosshead was made when the machine nearly tripped on crosshead vibration due to this instability.

The top slipper shoe radius did not match the guide radius.  The shoe was changed and shimmed to the bottom end of clearance.  The sensitivity of the vibration decreased, but this was not the last repair. - DFW 1/6/2015",C-308,1,7/24/2014,,3HP,VIB,REPLACE
CTRAC0154,"Eng Finding: C308 shutdown due to crosshead vibration on HP cylinders and sensitivity to load changes. - DFW 8/31/2014

Poor cylinder supports were found on all of the HP cylinders.  1HP and 2HP cylinders were unstacked, and resupported.  The wobble foot on 3HP was replaced and regrouted.  3LP foot was also regrouted.  All HP cylinders were optically aligned. - DFW 1/6/2015",C-308,1,7/30/2014,,1HP_2HP,VIB,REPLACE
CTRAC0157,"Eng Finding: Compressor shutdown on high 3HP crosshead vibration when operators were actuating interstage traps. - DFW 10/7/2014

Machine was restarted on days. - DFW 1/6/2015

Connecting rod oil port was later found to be too short which was leading to cavitation of the oil.  This cavitation made the machine excessively sensitive so the machine tripped on vibration during the process upset, whereas it wouldn't normally have shutdown in this situation.  DFW 1/7/2015",C-308,1,9/14/2014,,3HP,VIB,RESTART
CTRAC0158,"Eng Finding: Compressor shutdown to investigate source of high 3HP crosshead vibration and elevated frame vibration on North end of the machine. - DFW 10/7/2014

Found length of oil orifice exiting con-rod to be too short causing aeration of the oil which supplied top crosshead shoe.  Replaced con-rod to eliminate aeration.  DFW 11/4/2014

Oil orifice found to be too short and believed to be due to erosion.  This degradation is not currently covered in the Equiment Strategy and therefore not inspected until this outage.  DFW 1/7/2015",C-308,1,9/16/2014,,3HP,VIB,RESTART
CTRAC0166,"Eng Finding: Machinery
• 1LP valves will be replaced.
• 2LP valves will be replaced.
• 3LP valves will be replaced.
• 3LP crosshead pin visual inspection.
• Torque all valve covers 1HP, 2HP and 3HP.

Fixed Equipment
• Swap out HC0245 3LP Discharge RV

Instrumentation and Electrical
• Instrumentation to repair/replace all bad order TI’s after machinery work is complete.

Operations
• Operations to wash through suction KO drain and pulsation bottle drain lines until clean.
o Mechanical to support as needed.
• Operations to wash through KO level bridles and instrument nozzles.

Liquid carryover into compressor suction results in valve damage.  MJL 5/5/2015
Ops Finding: 3LP suction KO drain valve was not staying closed causing gas to bypass the compressor and temperatures on compressor valves started getting hot. Also could not keep system pressure up with drain valve staying open. Started C457 and shut down C308 and prepping for maintenance.  IMPACT 856822",C-308,1,4/17/2015,,3LP_VLV,LEAK,REPLACE
CTRAC0169,"Eng Finding: Valve change.  MJL 7/2/2015
o 2LP valves replaced due to CE and HE suction leak
o 3LP valves replaced due to high temperature during shutdown
- PT 8/11/2015",C-308,1,6/15/2015,,2LP_3LP_VLV,LEAK,REPLACE
CTRAC0171,"Eng Finding: high crosshead vibration caused the compressor to trip 3.91 g were recorded at time of trip. No direct cause found at this point. The compressor was running loaded on the HP and fully unloaded on the LP side. It is know that higher vibrations will be seen when running in this configuration, but This was not the input that caused the high vibration and trip. The compressor had been running along fine until the trip occured. - PT - 8/11/2015

Crosshead not grouted in which leads to excessive vibration. - 10/20/2015
Ops Finding: While running in steady state, C-308 tripped. It appears that a vibration indication caused the trip.  IMPACT 882598",C-308,1,7/29/2015,,HPS,VIB,RESTART
CTRAC0172,"Ops Finding: • “Tier 1 deviation” - Shut down C308 due to HP XHead Vibration and Compressor Frame vibration resulted in Low Seal dP violation on HP Flare.
• Tag number(s) deviated - 21L626SD
• Tag description(s) - Low Seal dP violation on HP Flare
• Time of trip for Tier 1 deviation – if there are multiple alarm points, indicate time for all - 12:25 PM and ended on 12:38 PM
• Farthest point from deviation(s) - Minimum on Low Seal dP is 10 PSIG on HP Flare and we got below -8.144.
• Duration of deviation (in minutes for all) - A total of 13 minutes
• How long following alarm(s) was first action taken - Immediately
• Is there a SHE critical device (RV or Cut-Out) protecting this tier 1 point? Yes Did it activate? There is one low alarm point and it is set for 15 PSIG.

Executive Summary:    C-308 alarmed on a Frame Vibration and trap was opened on compressor to drain any residual liquid. This cause the compressor vibration to increase resulting in compressor shut down. Compressor shutdown resulted in an increase in suction pressure which resulted in 37PC500 to open to flare causing HP and HP flare low seal dP exceedance.",C-308,1,8/26/2015,,HPS,VIB,RESTART
CTRAC0174,"Ops Finding: Executive Summary:    While loading pockets on C-308 HP due to vibration issues, compressor had high vibration on HP 3rd cylinder cross head and shut down.   

Immediate Corrective Actions Taken:    Immediately got permission from Vibration Specialist to re-start compressor.  Re-started compressor in accordance with LO-HDC-NP-0503B

Eng Finding: spurious. We were making a loading move but the compressor should have been able to handle themove. It appears that we may have made the second move a little faster than the compressor liked. But This is the nature of the load moves during normal operations. the operator may be called to make a move very quickly. - PT 10/9/2015

Xhead vibration high took out the compressor",C-308,1,9/16/2015,,HPS,VIB,RESTART
CTRAC0175,"Eng Finding: Trip took place at 4:13pm not 4:46. operation findings are a copy of the trip from Octonber 4th .  - Root cause is an increased compression ratio because the compressor was being run completely unloaded. --PT 11/8/2015

The compressor is set up with an automatic trap blow down. In this case the compressor tried to blow down while it was unloaded which casued the compression ratio to increase and it triped on vibration. Operations will try to limit the amount of time that the compressor is unloaded to prevent this from happening again. In addition, engineering is progressing 2 methods that will help dampen crosshead vibration: 1) grout in the crosshead guide, & 2) add suplimental oil to the crosshead guide. - PT 11/10/2015",C-308,1,10/3/2015,,3HP,VIB,RESTART
CTRAC0178,"Eng Finding: Loto'ing for repair of a leaking 3LP and high 2LP gas noise. The compressor was shutdown and then restarted to allow us to work C457 first. After a massive valve failure occurred on C457 - PT 12/15/2015

Machine was shutdown to repair valves. Before the work was started, the BT opted to start the machine back up so that they could work C0457 first.12/17/2015",C-308,1,11/23/2015,,2LP_3LP_VLV,LEAK,REPAIR
CTRAC0205,Ops Finding: C-457 tripped on high drum level on LP  2nd stage. 1st Stage West heater tripped on low pass flow. R1 Bed 2 delt p exceeded Tier1 pressure of 75 for a max of 75.76 for .02 hr. while re-starting the compressor. IMPACT 823987,C-457,1,11/26/2014,,KO,OPS,RESTART
CTRAC0206,Eng Finding: C457 shutdown to repair intermittent multi-event key phasor.  Found that key phasor bracket became loose and probe was touching the multi-event wheel. - DFW 12/12/2014,C-457,1,12/11/2014,,KEY_PHASOR,LOOSE,REPAIR
CTRAC0219,"Eng Finding: 3 LP failure caused by liquid ev ent. The 3 LP suction trap failed and the valve was flogged with liquid until operations manually openned the trap and left it cracked open. THe damage was already done. Though. - PT 9/8/2015
Ops Finding: Incident Description:    on 9/6/15 C-457 compressor had a valve 2nd stage LP discharge which was loading up the 3rd stage LP suction.  The cylinder reached max pressure and relieved to the HP flare putting hydrogen to the flare momentarily.

Valve failure likely due to 2nd stage hydrogen trap failure ~3 weeks prior to event which led to liquid reaching 2nd stage valves.

Executive Summary:    on 9/6/15 C-457 compressor had a valve 2nd stage LP discharge which was loading up the 3rd stage LP suction.  The cylinder reached max pressure and relieved to the HP flare putting hydrogen to the flare momentarily",C-457,1,9/6/2015,,2LP_3LP_VLV,LEAK,REPLACE
CTRAC0220,"Eng Finding: The primary reason for this outage is to replace failed 2LP valves. The Crank end discharge valves had an event on November 15th - 16th returned to normal status and took a big step change on the 22nd.  All 2LP valves will be replaced

While preparing C308 for shut down to work its failure we loaded C457 up. 2 LP valves started to leak. The leak was bad enough to back up the 1st stage LP pressure. The decision was made to start C308 back up and work C457. There appeared to have been an event on the 15th of November. all three of the compressor experienced an abnormality in performance on the 15th that cleared up later that day. following that event first C308 started to leak and then C457. root cause is the same as the past events. operating outside of the envelope. Liquid . - PT 12/15/2015

Valves failed due to liquid condensing from the process gas. PMTE is working towards installing heat tracing that will prevent gas from condensing. 12/17/2015",C-457,1,11/23/2015,,2LP_VLV,LEAK,REPLACE
CTRAC0221,"Eng Finding: High High level shutdown on knock out drum. - PT 1/10/2016

Operator's had drum level blow down valve in manual and lost track of the level. The compressor triped on high KO drum level. Compressor was re-started without issue. Engineering reccomends running with the KO drum valve in auto. BM 1/15/2016",C-457,1,12/10/2015,,KO,OPS,RESTART
CTRAC0222,"Eng Finding: A contracting crew was working nearby the mcahine. A spark flew off from their grinder and ignited hydrogen leaking from a bull plug on C0457's KO drum level gauge. The combustible event heated a conduit line running above the KO pot. The conduit housed the wiring for the HH level trip. The wire insulation was melted by the combustible event and shorted causing a compressor trip. The HH level trip was not real. The trip was caused by false indication. The bull plug was replaced to eliminate the leak in the future. PT -2/10/2016

The contracting crew was working without a hot work permit. If they had done the proper paper work and gotten a hot work permit, there would have been a gas check to identifiy the leak before work started. BM 2/9/2016
Ops Finding: CSS received a high priority shut down alarm on Recip Compressor C-457. Operators responded promptly to find that the compressor shut down on a High Liquid Level Alarm on 2nd Stage High Purity. The operators drained both suction/discharge pots.  The sudden loss of C457 caused the frontend of the H2 system to pressure up hitting the HP blow down and lowered the seal level, causing a Tier 1 Violation on 21L626SD HP Flare Seal dP.
There was a bull plug on top of C457 that was leaking which created a small combustible event (fire). Operators immediately put out the combustible event.",C-457,1,1/9/2016,,BULL_PLUG,LEAK,REPLACE
CTRAC0090,"Eng Finding: A slug of liquid in the 400# steam caused the turbine to thrust and trip the machine. AC 6-15-12

Ops Finding: ",C-301,1,5/10/2012,,,,
CTRAC0091,"Eng Finding: A slug of liquid in the 400# steam caused the turbine to thrust and trip the machine. AC 6-29-12

Ops Finding: On June 12, 2012 at approximately 10:30 PM, the HDC 1st Stage Recycle Compressor Turbine (T-5202) tripped, resulting in a unit shutdown.  The Auto De-Pressuring system activated as intended and unit conditions are currently stable.  The recycle compressor turbine tripped on axial thrust position.  The root cause has been determined to be water in the 400# steam system.  There is a flaring event associated with the unit shutdown and subsequent sweep of the unit.
IMPACT: 606192",C-301,1,6/12/2012,,,,
CTRAC0098,"Eng Finding: Shut down to change failed valves.  HN 2-13-12

Ops Finding: ",C-307,1,1/27/2012,,,,
